key,date,value
2014-10-23,11,0.0
2014-10-23,12,0.0
2014-10-23,13,0.13172775063743
2014-10-23,14,0.108075383653044
2014-10-23,15,0.10352342408377
2014-10-23,16,0.0861227885714285
2014-10-23,17,0.102689717607973
2014-10-23,18,0.260344823357664
2014-10-23,19,0.135865411411411
2014-10-23,20,0.177680897276265
2014-10-23,21,0.151484428421053
2014-10-23,22,0.0656376197411004
2014-10-24,11,0.0306036264656617
2014-10-24,12,0.0627311332046332
2014-10-24,13,0.0942976734581498
2014-10-24,14,0.0836373969849247
2014-10-24,15,0.103651126182965
2014-10-24,16,0.0
2014-10-24,17,0.0
2014-10-24,18,0.0
2014-10-24,19,0.0
2014-10-24,20,0.0
2014-10-24,21,0.0
2014-10-24,22,0.0
2014-11-11,11,0.0
2014-11-11,12,0.0
2014-11-11,13,0.0
2014-11-11,14,0.0
2014-11-11,15,0.124360661931818
2014-11-11,16,0.112464724319579
2014-11-11,17,0.112037032201915
2014-11-11,18,0.080140129699248
2014-11-11,19,0.151507811550152
2014-11-11,20,0.128706647286822
2014-11-11,21,0.0662015939393939
2014-11-11,22,0.0
2014-11-12,11,0.144991453680873
2014-11-12,12,0.0730973775510203
2014-11-12,13,0.127085907455013
2014-11-12,14,0.405140478436658
2014-11-12,15,0.163958884970157
2014-11-12,16,0.17042525921659
2014-11-12,17,0.188382574541284
2014-11-12,18,0.402362468085107
2014-11-12,19,0.233009009322034
2014-11-12,20,0.176504386476868
2014-11-12,21,0.236879675555556
2014-11-12,22,0.0
2014-11-13,11,0.0753175061601642
2014-11-13,12,0.140459971101746
2014-11-13,13,0.156415492804187
2014-11-13,14,0.0108783333333333
2014-11-13,15,0.135062360406091
2014-11-13,16,0.199146388714734
2014-11-13,17,0.208838182692308
2014-11-13,18,0.226629326326326
2014-11-13,19,0.081017875
2014-11-13,20,0.18503535473251
2014-11-13,21,0.0988110240963855
2014-11-13,22,0.0
2014-11-14,11,0.403519555720654
2014-11-14,12,0.0
2014-11-14,13,0.0
2014-11-14,14,0.0
2014-11-14,15,0.0
2014-11-14,16,0.0
2014-11-14,17,0.0
2014-11-14,18,0.0
2014-11-14,19,0.0
2014-11-14,20,0.0
2014-11-14,21,0.0
2014-11-14,22,0.0
